review_id,user_id,business_id,stars_x,useful,funny,cool,text,date,name,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,attributes,categories,hours,label,pre_process
atlXT9YFmVyKtGgSifo4Jg,1fxhn06y0VlgIlaIfNrMaQ,29YqJwOGEuAWqlHZxMc1OA,2,0,0,0,"Food was ok, non attentive server, but the major downfall was the management. Axxess advertises buy two entrees get one appetizer free, everytime. Server informed us that it actually is only weeknights, but said she would ask her manager. Manager walked right by us and went inside (obviously to hide) and made the server come back and tell us the ad wasn't valid. Doesn't say much for upper management.",2015-06-25 22:38:25,Paradise Cafe,702 Anacapa St,Santa Barbara,CA,93101,34.4200355,-119.6968511,3.5,290,0,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'BikeParking': 'True', 'HappyHour': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}""}","American (Traditional), American (New), Nightlife, Restaurants, Seafood, Cafes","{'Monday': '11:0-15:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",0,food ok non attentive server major downfall management axxess advertises buy two entree get one appetizer free everytime server informed u actually weeknight said would ask manager manager walked right u went inside obviously hide made server come back tell u ad valid say much upper management
mNbg2goxJDasJd6h4Q0zEw,jljr5EHTSuHai1TwQj74lw,gebiRewfieSdtt17PTW6Zg,1,0,0,0,"Our poorly trained waiter.  How could they have put him on the floor? It was sad. He was clueless. The food was boring and tasteless. The first time we went we sat at the sushi bar and it was okay (2 stars). This last time our party of four sat at the hibachi table and it was pretty terrible even though we ordered sushi and off the grill. It just isn't worth the money. Their is no ambience, service, or personality here. It's like a burnt out chain restaurant filled with zombies.",2018-04-16 04:42:38,Hibachi Steak House & Sushi Bar,502 State St,Santa Barbara,CA,93101,34.4169836,-119.6955563,3.5,488,1,"{'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'BYOB': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}""}","Steakhouses, Sushi Bars, Restaurants, Japanese",{'Monday': '0:0-0:0'},0,poorly trained waiter could put floor sad clueless food boring tasteless first time went sat sushi bar okay star last time party four sat hibachi table pretty terrible even though ordered sushi grill worth money ambience service personality like burnt chain restaurant filled zombie
vbnoItX02wO4gko5YUTzag,qDYvjj7DGL9swv8qXQXFzA,B91yBSPvAz5O_t9JFafN1Q,1,2,0,0,"DO NOT GO HERE IF YOU DO NOT HAVE A CALIFORNIA LICENSE! I would literally give this place 0 stars if I could. I've never felt the urge to write a review before but I'm just so dumbfounded with how I was treated this evening. The bouncer was the rudest person I've ever met. I was very patient and polite with him when it was my turn and I smiled at him when he shined the light on me and that's when he asked me for another form of ID. This was foreign to me because I've literally never had anyone question my PASSPORT ID! I told him no and he made me leave (grabbed me when I tried to get my friends attention to tell her they wouldn't let me in). So I'm already annoyed and I kind of made a scene but I went all the way to my car to grab my license (which doesn't have my picture cause I'm from WA and I renewed via mail) and my debit card which has my picture on it as well. I wait in the long line again only for him to tell me ""I don't believe these are you"" without even looking at my 2 new forms of ID. He didn't even try to ask me any specific questions to see if it's me (ID #, weight, etc) he just singled me out of my group of 15+ people like an as*hole. I was literally so confused at this man trying to tell me that multiple pictures of me are not me... Needless to say, I'm going to make a phone call or two tomorrow because this is unacceptable and very unprofessional and should not be tolerated.",2017-09-09 10:18:51,O'Malleys Bar,523 State St,Santa Barbara,CA,93101,34.4173886,-119.6965844,2.5,172,1,"{'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'NoiseLevel': ""u'very_loud'"", 'GoodForDancing': 'True', 'Smoking': ""u'outdoor'"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'Corkage': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'CoatCheck': 'False', 'BYOB': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True'}","Nightlife, Bars, Sports Bars","{'Monday': '12:0-1:30', 'Tuesday': '11:0-1:30', 'Wednesday': '12:0-1:30', 'Thursday': '11:0-1:30', 'Friday': '11:0-1:30', 'Saturday': '12:0-1:30', 'Sunday': '12:0-1:30'}",0,go california license would literally give place star could never felt urge write review dumbfounded treated evening bouncer rudest person ever met patient polite turn smiled shined light asked another form id foreign literally never anyone question passport id told made leave grabbed tried get friend attention tell would let already annoyed kind made scene went way car grab license picture cause wa renewed via mail debit card picture well wait long line tell believe without even looking new form id even try ask specific question see id weight etc singled group people like hole literally confused man trying tell multiple picture needle say going make phone call two tomorrow unacceptable unprofessional tolerated
Yb_4Vn1qavqKxcfZpIeAmA,HFYjJ-tKigiPoGrFIstN8Q,LLmN5AZ3_U2U4nm6sY6j2Q,1,3,0,0,"I don't usually write reviews, but this experience was particularly wreird. I came here on Thursday and the person in front of me had been bragging about how he was 17 and had just gotten a fake ID the whole time we were in line. He even bragged to the bouncer, and the bouncer let him in.. wtf? the cops came later, idk why, but I overheard something about serving alcohol to minors. tonic bouncers denied it. clearly something wrong when they're openly letting in 17 year olds and lying to the cops a minute later.",2014-04-25 08:20:16,Tonic Nightclub,634 State St,Santa Barbara,CA,93101,34.4187058,-119.6976996,2.5,208,0,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'AgesAllowed': ""u'21plus'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'very_loud'"", 'BikeParking': 'True', 'WiFi': ""'free'""}","Nightlife, Dance Clubs, Bars","{'Thursday': '20:0-2:0', 'Friday': '20:0-2:0', 'Saturday': '20:0-2:0'}",0,usually write review experience particularly wreird came thursday person front bragging gotten fake id whole time line even bragged bouncer bouncer let wtf cop came later idk overheard something serving alcohol minor tonic bouncer denied clearly something wrong openly letting year old lying cop minute later
zLdh9PhnF32Ue1Q0ej_cXg,ysGCe5wWb6E9hq03vc2SHg,LLmN5AZ3_U2U4nm6sY6j2Q,1,0,0,0,"Hosts/security guards suck.. Won't let you in with ""baggy"" black jeans on when there not even baggy. Been to numerous clubs around the world (Vegas, Miami, NYC, Hollywood,Tokyo, Dubai) no problem with my jeans. Looked empty for a Friday night won't be returning here to say the least",2016-02-15 02:19:19,Tonic Nightclub,634 State St,Santa Barbara,CA,93101,34.4187058,-119.6976996,2.5,208,0,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'AgesAllowed': ""u'21plus'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'very_loud'"", 'BikeParking': 'True', 'WiFi': ""'free'""}","Nightlife, Dance Clubs, Bars","{'Thursday': '20:0-2:0', 'Friday': '20:0-2:0', 'Saturday': '20:0-2:0'}",0,hostssecurity guard suck let baggy black jean even baggy numerous club around world vega miami nyc hollywood tokyo dubai problem jean looked empty friday night returning say least
cQglclEjfHNEd20caQD2_g,DSMFq7ZJhc23Y7hdwfEq3w,MAIfD4kJDCydgoD1l2b_vw,2,0,0,0,"All my experiences at Corks n Crowns have been amazing. But today was horrible, even awkward because of the server. She ruined it for us!",2017-01-04 00:15:54,Corks n' Crowns,32 Anacapa St,Santa Barbara,CA,93101,34.4142112,-119.6887567,4.0,276,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'NoiseLevel': ""'average'"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""'no'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'DogsAllowed': 'True', 'GoodForDancing': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}""}","Wine Bars, Beer, Wine & Spirits, Nightlife, Bars, Arts & Entertainment, Wineries, Food","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",0,experience cork n crown amazing today horrible even awkward server ruined u
IB29wxTbR6LRb_WnKvU2kQ,SQ8ZyY2TlDgDhXIW4iOjgA,I0jFTYVDs-WHwKR2XHQlRA,1,0,0,0,"Ordered the curry noodles and the vegetable fried rice. Both were godawful... No no no flavor. The curry was not at all like a Thai curry, more like a bland salty sauce. The rice!! Horrendous!!! Was just rice, oil, and veggies tossed in a wok. Once again, no flavor. Service was tolerable. Really have no idea what Santa Barbara citizens (who have an abundance of great restaurants) see in this place!",2015-11-23 02:03:29,Zen Yai Thai Cuisine,425 State St,Santa Barbara,CA,93101,34.4162591,-119.6952494,4.0,347,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BYOBCorkage': ""'no'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'HappyHour': 'True', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'True'}","Thai, Restaurants, American (New), Pop-Up Restaurants, Asian Fusion","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:45', 'Saturday': '17:0-21:45', 'Sunday': '17:0-21:0'}",0,ordered curry noodle vegetable fried rice godawful flavor curry like thai curry like bland salty sauce rice horrendous rice oil veggie tossed wok flavor service tolerable really idea santa barbara citizen abundance great restaurant see place
yYeMyNOl83QF3LsLpoVXiA,4K8jTRdSscnWfsO5qKmU-Q,-3AooxIkg38UyUdlz5oXdw,1,0,0,0,"Horrible service. Our waiter never checked us. I had to flag him down to tell him my ravioli's were terrible. I had a clump of dough on my plate and all the cheese had spilled out of the few raviolis that I had on my plate. I told the waiter, he said, huh and walked away and came back with our check. I asked him about the clump of dough and he said that's how they make them. I had to explain to him that ravioli's had filling. My husbands porkchop was very dry and bland. The waiter was very arrogant. He never said he was sorry he never came back to our table after he took our order and it took forever to get him to take our order  I had to eat 4 pieces of bread to fill up. I walked out hungry. They did take it off the bill, after a awkward conversation with the waiter. I will never go back. It was pricy for the quality of food we were given. I was so disappointing.",2016-05-08 03:29:32,Chase Restaurant,1012 State St,Santa Barbara,CA,93101,34.421931,-119.7021852,3.0,436,1,"{'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsAttire': ""'casual'"", 'DogsAllowed': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'CoatCheck': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForKids': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True'}","Event Planning & Services, Restaurants, Nightlife, Caterers, Italian, Bars","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",0,horrible service waiter never checked u flag tell ravioli terrible clump dough plate cheese spilled ravioli plate told waiter said huh walked away came back check asked clump dough said make explain ravioli filling husband porkchop dry bland waiter arrogant never said sorry never came back table took order took forever get take order eat piece bread fill walked hungry take bill awkward conversation waiter never go back pricy quality food given disappointing
2HTwJqIf3vNuQ1tpkvcr_Q,wPkBUtNPfBcPT_U5O7KDFQ,-3AooxIkg38UyUdlz5oXdw,2,0,2,0,"Food:  Everything was too salty and the sauces tasted like they had been on the stove too long.  They do NOT serve mojitos, why?

Service:  Our waiter sounded like da guy from da food school who learned all the names of the stuff but had no grammar training and lacked in so many ways except in the amount of cologne he was wearing.  The manager was very nice and so was the little old guy, forgot his name...the bartender was fine except when our waiter gave him the wrong drink order.

Decor: Hmmm really bad portraits of Sinatra and others...

Drink here, eat a little something if no one else is open...that's it.",2009-03-16 03:50:10,Chase Restaurant,1012 State St,Santa Barbara,CA,93101,34.421931,-119.7021852,3.0,436,1,"{'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsAttire': ""'casual'"", 'DogsAllowed': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'CoatCheck': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForKids': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True'}","Event Planning & Services, Restaurants, Nightlife, Caterers, Italian, Bars","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",0,food everything salty sauce tasted like stove long serve mojitos service waiter sounded like da guy da food school learned name stuff grammar training lacked many way except amount cologne wearing manager nice little old guy forgot name bartender fine except waiter gave wrong drink order decor hmmm really bad portrait sinatra others drink eat little something one else open
HxjM18ggyLixcQOHMbHFSg,rXW4H5tixItis12GFle3ig,9D7dDnaZZglUOj75xFy-nw,1,0,0,0,"I had the WORST experience at this nail salon. I am not a local, visiting SB at the time. My cousin and I went to get our nails done, and I was simple just getting a polish change. The ""technician"" was an older woman, which is fine but she was very rude, unfriendly, sharp, and rough when grabbing my hand. She attempted to paint my nails, but it was pretty awful. It was a quick and sloppy job that she wanted to charge me $10 for. I asked to speak to the manager, just to see if I would get a discount or what, cause I really did not want that lady to re-do her poor job as she was very rude. The manager refused to speak to me face to face, but I could see her in the back. The woman who did my nails became upset very quickly and attempted to grab my hand and force me to let her re-do her first job. It was SO unprofessional, and at this point everyone in the salon was looking at this situation. I just wanted to leave and gave them the money. I have NEVER felt so mistreated at a business, and felt that the manager should have made more of an effort to make sure the customer left somewhat satisfied. I WOULD NOT recommend visiting this salon.",2013-06-24 21:39:23,Artistic Nails & Spa,"651 Paseo Nuevo, store 322",Santa Barbara,CA,93101,34.4166798104,-119.707224,2.0,123,0,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Beauty & Spas, Nail Salons","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-18:0'}",0,worst experience nail salon local visiting sb time cousin went get nail done simple getting polish change technician older woman fine rude unfriendly sharp rough grabbing hand attempted paint nail pretty awful quick sloppy job wanted charge asked speak manager see would get discount cause really want lady redo poor job rude manager refused speak face face could see back woman nail became upset quickly attempted grab hand force let redo first job unprofessional point everyone salon looking situation wanted leave gave money never felt mistreated business felt manager made effort make sure customer left somewhat satisfied would recommend visiting salon
B29dhdClGlgPPKcPVnKTLw,7JfYXso0xSuJA9wn0HhqEA,HQ-C47_Xi5it1KzwEc0u0A,1,1,0,0,The worst service and management I have ever seen. Places like this should not be allowed in a nice city like Santa Barbara. I paid for pizza and it was never even served to me! I will never go back there and I will never recommend this place to anyone. The workers here are rude and inconsiderate. I don't know how this place has stayed in business.,2014-12-21 18:17:05,Barbarians,511 State St,Santa Barbara,CA,93101,34.4170059325,-119.6960398541,3.0,96,0,"{'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""'no'"", 'GoodForDancing': 'False', 'NoiseLevel': ""u'average'"", 'HappyHour': 'True', 'Caters': 'False', 'CoatCheck': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False}"", 'RestaurantsGoodForGroups': 'True', 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Pizza, Bars, Sports Bars, Restaurants, Nightlife","{'Monday': '17:0-2:30', 'Tuesday': '17:0-2:30', 'Wednesday': '17:0-2:30', 'Thursday': '17:0-2:30', 'Friday': '17:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-2:30'}",0,worst service management ever seen place like allowed nice city like santa barbara paid pizza never even served never go back never recommend place anyone worker rude inconsiderate know place stayed business
pox4ro1ll00CazkgB5tvbg,ZLgejsE9usSTP3CrCOQbWQ,LLmN5AZ3_U2U4nm6sY6j2Q,1,0,0,0,"This place is so scummy. Do not go here. I had an entire purse stolen with car keys, iphones, passport inside and no one working was willing to even look if it was turned in, behind the bar or help me out. They told me ""it happens all the time"". Unfriendly and untrustworthy. Do not waste your time.",2016-01-04 03:54:33,Tonic Nightclub,634 State St,Santa Barbara,CA,93101,34.4187058,-119.6976996,2.5,208,0,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'AgesAllowed': ""u'21plus'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'very_loud'"", 'BikeParking': 'True', 'WiFi': ""'free'""}","Nightlife, Dance Clubs, Bars","{'Thursday': '20:0-2:0', 'Friday': '20:0-2:0', 'Saturday': '20:0-2:0'}",0,place scummy go entire purse stolen car key iphones passport inside one working willing even look turned behind bar help told happens time unfriendly untrustworthy waste time
UydwklK0Oq-5eHGE8JfUBw,4QzW8nxxK5KtyaTdlvCByg,29YqJwOGEuAWqlHZxMc1OA,1,0,1,0,"I've frequented this restaurant plenty of times in the last decade,  business and pleasure (including a delightful birthday dinner once) but recently I was so turned off by the service that I decided it was worth this post and further that they don't deserve my patronage. 

I came with a friend,  physically a little rough around the edges, but great.  Upon arrival we were guided to a table where the contacts from there forward were limited to the initial order and the bill.  My straw never came, there was no beverage refills and my order was very incorrect (how do you confuse fish with shrimp). Directly across from us were 4 white middle aged women dining and they of course had full attention of our young server. It was very disturbing and upon exiting I planned to tell the host but he didn't bother sticking his head out of the diner. Unacceptable.",2014-10-12 20:29:39,Paradise Cafe,702 Anacapa St,Santa Barbara,CA,93101,34.4200355,-119.6968511,3.5,290,0,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'BikeParking': 'True', 'HappyHour': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}""}","American (Traditional), American (New), Nightlife, Restaurants, Seafood, Cafes","{'Monday': '11:0-15:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",0,frequented restaurant plenty time last decade business pleasure including delightful birthday dinner recently turned service decided worth post deserve patronage came friend physically little rough around edge great upon arrival guided table contact forward limited initial order bill straw never came beverage refill order incorrect confuse fish shrimp directly across u white middle aged woman dining course full attention young server disturbing upon exiting planned tell host bother sticking head diner unacceptable
-cNyp9OkltAzjtiGFnjvVw,Eg-XlkLTqeIPklVyTDvjjg,TteUG63xhW8ORWNzQ1i_1w,2,2,0,0,"This gap needs serious operational help , I always have issues when coming in here .. The staff is nice but they don't really seem to know what they are doing , especially when it comes to web returns ..",2014-10-12 07:46:44,Gap,615 Paseo Nuevo,Santa Barbara,CA,93101,34.419317,-119.699999,2.0,10,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '3'}","Sporting Goods, Women's Clothing, Shopping, Men's Clothing, Fashion, Sports Wear, Children's Clothing","{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-19:0'}",0,gap need serious operational help always issue coming staff nice really seem know especially come web return
