business_id,name,address,city,state,postal_code,review_count,review_id,stars,text
NcO-pWiZmNM5zBg8H9zB6Q,La Tavola Ristorante Italiano,114 Front St,Smyrna,TN,37167,191,aJYdgmaY3EwC-SpkfzgOag,5,"This is the best Italian food I''ve ever had. Very small elegant restaurant, entrees were really good and very tasty cheesecake. To top it off, the entire staff was super friendly. Highly recommended for date night."
YNm4WrEHejsVIEfkZ0MZFQ,Penske Truck Rental,1405 Glendale Ave,Sparks,NV,89431,15,jazQvYxoflZm6BBjmh1gZg,5,"I had numerous things happen during my move and required additional services from this office. The guys in this office are top notch and are very trustworthy. I''d say more about how they took great care of me, but they may have gone above and beyond what they should have and afraid to say too much. I would recommend this office to my mother!"
EQ-TZ2eeD_E0BHuvoaeG5Q,Milktooth,534 Virginia Ave,Indianapolis,IN,46203,1379,940tqxFO4Pwg_KMg4Y4Z5g,5,"Milktooth is the place to go if you want a good breakfast cocktail and a twist on traditional brunch. At first glance of the menu, you may think you''ve never heard of any of these foods for breakfast, and you may be right. I guarantee no matter what you order, you''re going to enjoy it. 

Milktooth is one of the most popular brunch places in Indy, which means you will typically have a wait. Trust me, it''s worth the usual 30 minute wait (on weekends). To make it go by a little faster, they''ve got a walk up bar for their coffee drinks and pastries. Snack on one of those to give you a preview of the amazing meal you''re about to have.

Their menu changes from time to time but they have a few things that stay one the menu but change ingredients. I love all of their variations on a Dutch pancake, and their raclette grilled cheese is to die for.  If you''re making this a boozy breakfast, don''t pass up on the michelada. And sit outside if it''s warm enough!"
C7ZNfxgDQWinNzRfTkevxg,The Men's Club Barber Shop,7617 Ridge Ave,Philadelphia,PA,19128,62,1sZkJCitG9-XSlZQJJRs-g,5,"Men''s clubs is the tits, plain and simple. All the barbers got skills enough to hook it up fresh. Been coming here for 3 years and I''ve never had any problems. Except for maybe that one time when this dude tried to steal my cut. Tim kept it real though and said I can''t give you the same cut as Ryan. Thanks Tim."
hRHhP3fhMy3LktPyQa3s_A,Landry's Seafood House,1820 Market St,Saint Louis,MO,63103,297,rGI8UdsEGiGeETFiu1VK1w,3,"Good choice in Union Station St. Louis.  I had the Ponchartrain (server said it is same as Tilapia, though that was also on the menu, so why two names for the same fish, I have no clue).  The Ponchartrain was quite good with mushrooms and a cream sauce.  We also had the shrimp cocktail and lump crab cake appetizers....both fine, but not wonderful.  Drinks and service were perfectly acceptable.  We dined outside on the patio since the weather was nice - inside looks comfy and a bit less casual."
-If0ps0QhOLCYVWQWs9RYg,Maple Street Patisserie,7638 Maple St,New Orleans,LA,70118,171,zqmkEnp1kfU2vosDcG2kMg,5,"Yes! I love this place! Maple Street Patisserie is the bomb.com! I''ve never been disappointed. Best blueberry muffin I''ve ever had in my whole entire life. Delicious breakfast and lunch spot. They also do specialty cakes so swing by during Mardi Gras and grab a king cake. Also the owner, Ziggy, is the man. He''s always running around working crazy hours to make all these scrumptious baked goods. Can''t beat this place :)"
pym7c6ZFEtmoH16xN2ApBg,Katie's Restaurant & Bar,3701 Iberville St,New Orleans,LA,70119,1289,27CYrDqJIUjbOLNeKTfjDg,4,"It seems to me that whenever we have out of towner guests, our go to place is consistently Katie''s. The variety of food wonderfully prepared is 2nd to none. Reasonably priced and delicious, Katie''s never disappoints. Whether you choose the grilled ersters, the shrimp and grits, the Cuban sandwich, pizza, or soup & salad you will be very pleased and have a great meal. Daily specials hi-lite local seasonal offerings that keep things fresh. The service staff are warm and friendly. On Sunday''s, you will want to time your arrival before church let''s out or you will have a bit of a wait. That said, you can always manage while enjoying bottomless Mimosas!"
AzseSGgDC6bVtMPEYo1CNQ,Creole Creamery,4924 Prytania St,New Orleans,LA,70115,921,M2uQZs0rnlUijHSmGx4zHA,4,"Came in after attending the Zurich Classic golf tournament. It was a warm and a bit humid so what tastier then a ice cream cone? I lucked out and found a parking space on the street. The interior is quite cute and comfy.

The selection here is crazy huge but after sampling a couple of unusual flavors I went with the scoop of cookie monster ice cream on a cone. The ice cream hit the spot and I enjoyed it BC it wasn''t overly sweet.

Creole Creamery was definitely worth checking out!"
AzseSGgDC6bVtMPEYo1CNQ,Creole Creamery,4924 Prytania St,New Orleans,LA,70115,921,VZpiOLgwFwineEN_Mlkreg,5,"BEST ICE CREAM. Why?
-soooo many flavors
-Unique flavors are creative and taste better than you would think
-Classic flavors better than any chain ice cream shop
-good price
-fun atmosphere
-big scoops!"
xruWHK8Z5N0JWyQubLHjgA,Potito's Italian American Pastries,1614 W Ritner St,Philadelphia,PA,19145,88,2EjmDJnE2z5_lAWyV1rd4g,5,"I cannot even believe someone gave this place one star. Here''s the scoop. They have the BEST cannoli in the city. Termini''s are no where NEAR as good, and Isgro''s is far too hyped up for the quality. Potito''s is my go to for cannoli, i wouldn''t even THINK about going anywhere else. I''m there every xmas eve, and will be for the rest of my days. I stood in line for isgros for TWO HOURS this year for a tirimisu, i walked right into potito''s and picked up my bambino cannoli stuffed cannoli. it''s as good as it sounds, trust me."
hy5GpGXAna-5qrb3zNub6g,On The Border Mexican Grill & Cantina,4160 Church Rd,Mt. Laurel,NJ,08054,168,hOwlMPilziEHtyuKpf4Rlg,5,Eat here at least 2 times a week. Servers are always friendly and the food is amazing. I never leave disappointed & always leave with a full stomach
qf4LecJDQWIt0gt6VJWFPw,Frontier Steakhouse,8602 E Sligh Ave,Tampa,FL,33610,95,wsFRDsHxz2mM_Ettgn1qQg,4,"We got diverted to Tampa and decided to make the drive to Orlando but first we needed somewhere to eat. Wanting to avoid chain restaurants, yelp steered us towards this little local gem!

The ladies had the 7 oz. Tampa strip and the gents both had a 14 oz. ribeye. They grill their steaks over oak and citrus Wood and the smoky flavor is to die for! We are big fans of our smoker back home and cook our steaks this way as well, it''s rare to find steak cooked over woodsmoke in most places and this was worth the side trip!  Sides were veggies and sweet potatoes. The wines on offer were so reasonably priced- most under $20 a bottle but a decent selection. They just don''t mark them up 5x like most places! 

Our waitress Lisa also made great recommendations and her service was welcoming, friendly, and excellent. We are so glad we went local instead of to a chain. Bookmarking this place for a return trip next time I am in Tampa for sure!"
aZyCHVqXnz81fW1_KbFq0w,Saguaro National Park,3693 S Old Spanish Trl,Tucson,AZ,85730,179,Kyv0fqRZTR1lKJ7YafBsIg,5,"My dad and I are on a cross country trip and one of our first stops was Saguaro National Park. 
We did a quick tour with Park Ranger Carolyn and loved it. She was incredibly enthusiastic and passionate about her studies on the saguaro and she was very knowledgeable. Definitely recommend both the tour and Carolyn."
VO5Jphyqmoa62lbA7-vzpQ,Gaslight Theatre,7010 E Broadway Blvd,Tucson,AZ,85710,165,_yfUDZFGYfc4Lmq2l-U7ZA,5,Always fun to go to their shows.  Entertaining and relaxed atmosphere. For a good time and good food at a fair price this is the place to go.
iVegX9epKU8R0eRAEwQ6Yg,Burritos Grill Mexican Fresh Cuisine,7009 Read Blvd,New Orleans,LA,70127,75,UanAtEVU2kZ5hYu9h41MLg,5,Cindy is the best! Great food and service. Food is authentic and so is the staff. Everything is made fresh and you can taste the difference from other Mexican restaurants at first bite. I would recommend to anyone that enjoys Mexican cuisine.
oRZzKWdyMQld6N_y4UWkAg,Terra Sur Cafe,"5330 Ehrlich Rd, Ste 103",Tampa,FL,33624,316,p3UM6VOJOGuY0iTxD-Topw,4,Cinco de mayo means margaritas and sangria and all things fried... this great place does a nice job with combining flavors of several different ethnicities and backgrounds and develops recipes that are unique.  Although not touted as a Mexican destination they know how to rock the rock salt and pour that tequila.  They also just opened a wine bar a couple doors down for overflow and specialty bottles.  A high five for the on the rocks margaritas and house made white or red sangria - definitely worth the trip!
J55AT36H5EeJ9ey8etGjHA,Donut Palace,3466-D Lebanon Pike,Hermitage,TN,37076,47,RdeS7gqrmVs5kJtazzVr3A,5,"This small little donut bakery is located in one of Hermitage''s oldest shopping centers! 

I can imagine baking donuts is a hard job, let alone running the business...it''s one of those jobs that starts in the wee hours of the morning so that the donuts are freshly made daily!

Yeu, the owner, serves not only your common popular donuts, but he also serves donuts with bacon on top, apple fritters, pigs in a blanket, breakfast pastries, and  kolaches....in addition to these yummy treats...he makes doughssants....they are what seems to be a scandalous marriage of a donut and a croissant...!!!!!!!! Need I say more? Yeah...you heard me. A doughssant! Worth the trip just to eat one of these! 

Prices are considerably cheap! The doughssants are only $1.99 each! The regular donuts are about $.60 each! 

These sweet donuts are my favorite treats to buy for my kid''s school teachers...and they love them! 

Coffee also served here!"
mQvRi0nm84Www71d4qOheQ,Ekta Indian Cuisine,1003 1/2 W Lancaster Ave,Bryn Mawr,PA,19010,193,x-1wBBwja9l2Hr5bgqsG0A,5,Excellent food. We tried three appetizers and five entries and all of them were a hit. This prices are reasonable and the service is good. I'd go back again and again.
o7cD_sDA-Evj3Oh0zeH9nQ,Asian Pho,"4997 Longley Ln, Ste C",Reno,NV,89511,194,_-D9UYciNNTIe6amQAsJUg,1,"Hands down the worst chicken and rice plate I''ve ever had. When I ordered I was told there was no sauce on the chicken (as I wanted, healthy). I ordered to go, by the time I reached the car the bag was full of oil spilling out of the container. There was easily 5-7 tablespoons of oil on the dish. Not what I was told and not what anyone would ever want to eat. Horrible.   Their slogan even has the word healthy in it. What a joke."
HrIbP2-jdRJAU92yqyDmyw,Genoa Pizza and Grill,1058 W Ashland Ave,Glenolden,PA,19036,24,qsjMCjaEW9UWyzAw4ujWcw,5,I finally got to try them. Wow..they did a great job with the remodle. I loved the mushroom cheese steak
