business_id,name,address,city,state,postal_code,review_count,review_id,stars,text
eL4lyE7LNoXEMvpcJ8WNVw,Deep Sea Tasting Room,217 G Stearns Wharf,Santa Barbara,CA,93101,472,dpgq69tsI2f_GpRH71hQsA,3,"This was a tough one!   On the merits of the wine, fairly average... I understand that the winery has more than one lable and other label is their premium wines.  I look forward to when that is available (I went two weeks ago so maybe it already is)     Location..   what''s not to like?  On the pier!  A wonderful outdoor patio,  couldn''t have a nicer setting to enjoy your tasting....   The staff were super, super nice,  I would give them an A+!  

So why only three stars?  It is because of the wine club!  Very expensive for the quality of the wines and stingy as HELL with the benefits to the members..   Most wine clubs will give you a free tasting every time you come in (after all, we are your best customers... we are the ones who buy your wine time and time again).  Some wineries will give their members a complimentary glass in leau of a tasting (Carr).   Most wineries allow you to bring guests which is how you get new wine club members.   This system works folks!  The way this wine club works is that you are given a very limited number of passes per quarter, five as I recall.   If I come with my wife once a month we wouldn''t even be covered... let alone if we bring a guest!   

So go to this winery if you want to enjoy a tasting in one of the most beautiful settings on earth.   But avoid the wine club!  For that you can pretty much go to any of the other wine tasting rooms on the Urban wine trail."
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,2404,OYrtEEEu0qLiTdwlPm9egQ,5,"I love trying fresh seafood on piers, wharfs and seaside markets. Most of the time, it is a disappointing experience but this place is not. The food is legitimately fresh and prepared well. The gorgeous view is just a cherry on top of nature''s beautiful sundae. I have been here before but ordered the wrong thing (cioppino). That wasn''t very good when I had it a couple of years ago here. 

We came for a late lunch/early dinner on a Monday. Even at 4pm,  there was a wait! We waited about 25 minutes and got a table outdoor. While it wasn''t ideal that we sat right in the sun with no shelter other than our sunscreen and sunglasses, the view was worth it. 

We got the local crab special which was a steamed 3-lb. crab served with a salad and soup for $26. I thought this was quite the steal because the crab was huge, delicious and meaty. The garden salad was fresh as simple as it was. The lobster bisque we got was pretty good. (The other options were Caesar salad and clam chowder). They topped off the crab with a couple of onion rings and cups of cocktail sauce and drawn butter. Yum!

We also got the fried platter of shrimp, oysters, calamari and scallops for $12.95. It came with cole slaw, onion rings, tartar sauce and cocktail sauce. As greasy of a meal as this made, it was one of the better fried platters I''ve had anywhere. The seafood was just really fresh including the sometimes-feared fried oyster. :)

The ice in our iced teas melted away in the sun. Our waitress was so cool and brought us lots of extra ice and an extra iced tea in case we needed it (we did because it was hot out!). She was just friendly and good at her job - five stars for her!

By the time we left at about 6, there were so many people waiting. Make sure you sign up for a seat on the clipboard right when you get there. The restaurant is the last one at the very end of the pier. Parking on the pier is free for 90 minutes but it looks like a drive that will upset tires. I parked in the large lot south of the pier and walked 15 minutes up and onto the pier. It was free on a Monday late afternoon."
IDtLPgUrqorrpqSLdfMhZQ,Helena Avenue Bakery,"131 Anacapa St, Ste C",Santa Barbara,CA,93101,389,LFpaQzYkP5Pzm5lEjJpTRw,5,"Possibly the best breakfast sandwich EVER.  On a biscuit!  Oh my gosh, it was so good!"
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,2404,Mvrz4XjLAyQYxSqtZ_j-ig,5,"Super delish!! No frills! Just great sea food, sour dough bread was great! And I loved the 80s music playing!!"
B91yBSPvAz5O_t9JFafN1Q,O'Malleys Bar,523 State St,Santa Barbara,CA,93101,172,S8jdwyhSsz30eNegDFkObA,5,"I absolutely love EVAN he''s the best guy ever. If he wasn''t the door guy I don''t know what people would do with themselves!!! He is one of the most awesome
People that I Know !!! If It wasn''t for Evan I probably wouldn''t come to OMALLZ"
_W9lITxMHNInaS2Lv2XoUw,Casa Del Mar Inn,18 Bath St,Santa Barbara,CA,93101,194,-5k_80Y-C0TYXkkUd_tjRw,4,"This place was cute and was in a great location!  It is one block up from the beach and wharf, two blocks over from State Street.  Parking was convenient, and our room was a King overlooking the courtyard and spa on the ground floor.  If there were people in the spa, they could be heard, but the noise didn''t bother since the spa closed at 9pm.  The room was clean with a nice couch to lounge on, a refrigerator, a nice fireplace, ample closet and counter space, and a nice bathroom.  The wine and cheese at 5 was a nice touch as well.  Although this place didn''t have a lot of extras, it was a pleasant stay, friendly and helpful staff, a good price, perfect location, and suited our needs just fine for a place in Santa Barbara.  My only complaint was that the room got a little stuffy, but was fine once we opened the windows and used the ceiling fan to air it out.  Would consider staying here again."
k3lTRgvPvYUI-cX7_TAqNA,University Club of Santa Barbara,1332 Santa Barbara St,Santa Barbara,CA,93101,76,5Ord-c6rkWrbWWz39i6J5g,5,"I am so glad we had our wedding here!!! I cannot say enough what a pleasure it was to work with Breanna, the venue manager and Eli, the food and beverage director. Our wedding here was a destination wedding, so we were very concerned about making sure all of our family and friends that travelled a long way to get to our wedding had a good time. Being a couple straight out of grad school, we were also very concerned with keeping the cost manageable. Everything worked out on all accounts! 

We first picked the venue for two reasons: the price was right and the venue is GORGEOUS. The pricing was very straightforward, which we really appreciated, and when looking at other options in the Santa Barbara area, the Riviera mansion was pretty comparable with other venues which are not all inclusive (ones where you have to find your own caterer, rent linens, etc etc). Planning a wedding without a coordinator and from across the country, it was also definitely worth it for us to go with a venue that minimized the amount of details we would have to think about.

The looks and layout of the place are what sold us though. With people coming from the east coast and middle of the country, we wanted something that would really showcase Santa Barbara''s cool architecture and vibe. The mansion is exactly that.  The layout is also pretty perfect for a multigenerational wedding. We were able to enjoy the California weather for our ceremony and cocktail hour outside, then go inside for dinner, avoiding the cooler night air. Later, we could turn up the party in the bar/dance floor area, while the older folks talked and relaxed on the couches in the living room. It really has something for everyone.

What I didn''t realize when we picked it was how absolutely awesome all the staff would be to work with. Breanna was super helpful, answering all my questions promptly and pleasantly, and accommodating my sometimes short notice visits to the area. When we did our walkthrough a couple of days before the wedding, Breanna and Eli paid attention to every detail and made sure we were taken care of, as they did the day of the wedding too. Eli was incredibly attentive and easy to work with! My dad is in the restaurant industry and was in charge of setting up desserts (we had family make some traditional desserts, as well as got some cupcakes from Enjoy Cupcakes- also a great idea!). Eli worked with him to get whatever he needed, risers, tablecloths, etc and was really sweet about it. 

The attention to bartending at the Riviera Mansion deserves a paragraph of its own. Breanna worked with me and the bartender (who''s name I forget but has worked there for 20 years and is also incredibly awesome) to create a peach moscow mule as our signature drink (our colors were peach and green) and get it to taste just right. She even arranged it so we had fresh peaches! At the wedding, everyone raved about them, even guests who usually prefer something more manly sounding. The staff had all drinks ready to go for our cocktail hour, and also passed trays of drinks, so there was never a line at the bar (something guests also specifically mentioned that they appreciated). Hell, Eli even followed me with my drink for a couple of minutes around dinner since my hands were full of other things! Really spectacular and attentive service.

Five stars all around. It was absolutely a joy to have our wedding here."
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,2404,EyKE4PxF1DocfP2cCCD8qQ,3,"For a seafood restaurant at the edge of pear expectations should be set high. My wife and I have come here 3 times now and ordered different plates off the menu each time. This last time we ordered cioppino, clam chowder, and a crab salad sandwich;
*Good - clam chowder (excellent flavor and consistency) would order again.
*Not great - cioppino (lacked flavor & a variety of sea food/lack there of) would not order again
*Pass - crab salad sandwich (lacked flavor, mayo was overpowering, crab flavor was almost non-existent, side of onion rings too greasy) - would not order again 
The overall experience is okay, better if seated outside right on the pear overlooking the ocean, inside is very small. Service is good but be prepared to wait a bit to be seated. 
Is it worth a visit? Yes, but be selective of what you order as the menu tends to be a hit and miss."
8yDgFRYjTYdtBH9PVk9E_w,Amador Matchmaking,1332 Santa Barbara St,Santa Barbara,CA,93101,5,7P2APt0QnU-nnn-JC4Httg,5,"Lisa is the best at what she does. See her on TV:
https://www.facebook.com/video.php?v=748903991831120&set=vb.283845548336969&type=2&theater"
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,2404,GSyttRJvd5VqKK6O0WV1Eg,5,"According to my experience, there is just one place in Tokyo at the fish market where you get your seafood a little fresher. Here in Santa Barbara, it does not get any fresher. Right from the fish tank in the cooking pot on your plate. Don''t expect a fancy restaurant with a nice ambiance because this is not the reason you come here (though the outside seating has a nice ocean/harbor view). It is the variety of fresh shellfish prepared according to your appetite and taste buds. The wait can be long during peak hours but it is worth it. Put your name down and take a walk on the peer to free-up some extra room in your stomach - you''ll need it!"
MbzgGsMQpGyVrUJXi_Jw0Q,Dawn Patrol,324 State St,Santa Barbara,CA,93101,807,s_X5uNLjLSgK_itDNFiadg,4,"I am from Colorado and am visiting Santa Barbara and let me tell you... what a great place to eat. The food was quality, but the customer service was even better. Also, I thought the price was really good for the amount of food you get. Food came out fast as well. Overall, I''d say it''s a great breakfast place if you are in Santa Barbara"
IDtLPgUrqorrpqSLdfMhZQ,Helena Avenue Bakery,"131 Anacapa St, Ste C",Santa Barbara,CA,93101,389,Q3fPo_x6xKxafAzy1hFITg,4,"Pricey ( a ham and cheese croissant was $5.50)  as with anywhere in Santa Barbra but very delicious. Cute space ( a bit hard to find ). The green eggs and ham  breakfast biscuit is to die for.  ($10 I think) The Santa Barbra tri tip sandwich was excellent! Cold brew coffee was good. Lots of good choices in the grab and go section, and our salami and pesto sammy was also great. I''d go back!"
-ujBP1Dw0j1-Ffaz97-LXQ,Lama Dog Tap Room,116 Santa Barbara St,Santa Barbara,CA,93101,238,NmzPkd_qq7mC6uA_AxK6yQ,5,"Reviewing the food.
Hard to justify $16 for a burger and fries BUT wowow this burger was so delicious. I''m not sure if I was just starving but ordered the Lama burger and the patty size is quality. They also have random ingredients thrown in that you probably haven''t seen before like gruyere stuffed in a pepper on your burger. Fries came out nice and crisp vs. soggy and the bun on that burger was great. You order inside by the Nook and then can sit around. They have tons of craft beer to choose from and I could see this place getting packed on the weekends."
I0jFTYVDs-WHwKR2XHQlRA,Zen Yai Thai Cuisine,425 State St,Santa Barbara,CA,93101,347,AyZIiDWJFuJnLve6wG9Exw,4,"I think if I could, I would give Zen Yai a 3.5 stars, but alas, c''est la vie. 

The prices for their curry are excellent, at less than $12. Zen Yai is a tiny place, which is both good and bad. Good if you don''t have to wait, because it is nice and cozy, but bad if enough people eat here on a given evening -- because you may just have to wait a while.

I like the decor a lot, and the use of colors. The tables and plates are full of refreshingly bright colors. 

The service was fine, and the food was at our table in no time.

My Pineapple curry was excellent! And the rice is served in the shape of a pyramid, which is fun. 

All that being said, my girlfriend had a less than pleasurable experience. She is a seasoned green curry lover, and was disappointed with their green curry offering."
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,2404,B4Z_Qz5HcW-tJ-1LdGzdqw,4,"Delicious crab cocktail and my husband loved his steamers. 

Only down fall is it is really humid in the restaurant itself. A fan would be nice."
eL4lyE7LNoXEMvpcJ8WNVw,Deep Sea Tasting Room,217 G Stearns Wharf,Santa Barbara,CA,93101,472,PnfJYUSyjhB737wLzPgWDw,5,"Love this place.  Best view in Santa Barbara.   Awesome wines.  My wife and I are industry, and always treated great.  Tom and Gillian are ALWAYS generous hosts.  My wife works @carrwinery and always refers customers to them.  The Conway cabs are the best SB has to offer.  One of their tasting room employees just gifted us a Conway 13 reserve Syrah.  Beautiful. ...  Thank you Tommy.   Rolos red is a bottle that any wine snob would love,  but a great bottle for those finding their pallet as well.  My son is 5 and always wants mom and dad to go wine tasting when we hit the pier. Never disappointed."
gebiRewfieSdtt17PTW6Zg,Hibachi Steak House & Sushi Bar,502 State St,Santa Barbara,CA,93101,488,_Ub20uO1MKy4XOVPOdzpqw,1,"Sat down over a half hour, only miso and drinks served. Waiting for actual food ordered or someone to cook it ....waiting ..."
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,2404,-8vXCk3ijlgP-7uDlV-THw,3,"We visited this place because of its location on the wharf, and because my husband loves seafood. It''s tiny, but we were there on a Tuesday evening, and only had to wait a few minutes. We ended up sitting at the bar; it would have been a longer wait for a table outside, since there are so few. Because of its size, it''s a little noisy, but not bad. The service was very good. My husband had the crab sandwich, and wasn''t impressed. It''s served on very uninspiring white bread. I had the fried shrimp, and enjoyed it very much; it was not greasy or heavy, and the shrimp was moist and tasty. There is literally nothing but shellfish on the menu. So, the non-seafood enthusiast (me) was happily surprised to enjoy the shrimp so much (plus good onion rings), but the seafood enthusiast (my husband) didn''t love the crab sandwich. If we tried this place again, he would order something else. The location is awesome, so if you like shellfish, definitely give this place a try."
uO39--k_hrCFgZh-Bl8m8A,Taqueria Cuernavaca,201 W Carrillo St,Santa Barbara,CA,93101,409,ajyk9x790m59DlaGsj5LSQ,3,"some days i want tacos
so when i visit this place i was happy
''caus it was cheap and tasty"
noByYNtDLQAra9ccqxdfDw,H&M,827-833 State St,Santa Barbara,CA,93101,24,nD9ug6O1rQQ_B6OuY5eitw,5,"The people at the store amazing! We came in to exchange a shirt from a few days before they had had some damage, and the managers were so helpful with our situation. Tonya is the best. Without hesitation she is going to help us out."
tASk64QgOZgeM_APz7wJFA,Urban Optics Optometric Center,"1114 State St, Ste 7",Santa Barbara,CA,93101,101,3dFMqIB1Gl8Ee72B1XuVyQ,5,"I had an amazingly positive experience here. Dr. Neel and Robin were friendly, knowledgable and exceptionally helpful. They were patient in answering all my questions, helped me pick out some cool Lucky Brand frames and fitted me for contact lenses. The best optometrist I''ve seen. I highly recommend them."
B91yBSPvAz5O_t9JFafN1Q,O'Malleys Bar,523 State St,Santa Barbara,CA,93101,172,jd4thfvSyCvlKValy7QdEQ,3,"A laid back bar for the college crowd. Cheap drinks.  They have projectors so u can watch the big game that day. However the screen needs to be two feet wider so the picture doesn''t go off into the wall.

I came here during the day so it was really spacious, but I can only imagine how it is at night."
XwnkfMUiyH-OsJXbmbOK5g,Sushi Tyme,819 State St,Santa Barbara,CA,93101,155,wV61Ts33LD8D_WxLbxhMkg,4,My go to place for sushi rolls! Their rolls are huge and the service is excellent. My favorite is heat attack appetizer( korean style jalapeno poppers) sapporo roll and honey roll. They also have a section of deepfried rolls on the menu! Their food always look so  fresh and appetizing. Great presentation. Try the spicy sashimi bowl if you wanna try something new!
8kp1eqQflG1bHCTXnITnqA,El Presidio de Santa Bárbara State Historic Park,123 E Canon Perdido St,Santa Barbara,CA,93101,31,byk62cLE8W013O2EGuUaag,2,"Meh not worth the $5 per person fee. Confusing layout, boring self guided tour, save your money and just go to the court house."
im35mq8Fz1VZfYu4j7NqNg,Modern Laundry,"1015 De La Vina St, Ste A",Santa Barbara,CA,93101,86,QlFf2-uRE0w8bJFY8IJCew,5,"Could not be more pleased with this establishment. Always clean and has a good feel, like the employees there actually enjoy their job. I didn''t think I could like this place anymore and then I tried their fluff and fold service. Immaculate, absolutely perfect. All my clothes were returned perfectly folded and clean like I had just bought them. They even use environmentally friendly detergent! I''m sold! Thanks Modern Laundry now laundry is just one more quick stop on my laundry list of errands."
gebiRewfieSdtt17PTW6Zg,Hibachi Steak House & Sushi Bar,502 State St,Santa Barbara,CA,93101,488,-DjIfoNFAiT5J4kF9hXocQ,3,"Not bad. Sushi roll was good but options were limited. Hibachi grill: i got steak...chef asked me 2x how i like mine-medium...Still ended up with well done. Rest of my group had chicken which all voiced lacked seasoning. 

Beware they DO NOT have a late happy hour 8-11 as advertised on their website. We asked the staff about it and they claimed 8-11 was for a different location. Their website nowhere indicates the happy hour is for a specific location nor does the website indicate they have multiple locations at all."
34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,331 Motor Way,Santa Barbara,CA,93101,659,J8KTnbCtArCsPKynC4TwyA,5,"Bomb. I go for the island bowl, always.  

For your health! - Dr. Steve Bruhle"
gebiRewfieSdtt17PTW6Zg,Hibachi Steak House & Sushi Bar,502 State St,Santa Barbara,CA,93101,488,URe-2Zlv7RoY4Ycr9JYVWw,5,"I''m very picky when it comes to Sushi. Quality of the fish and ingredients are very important but so is the chef, maybe the most important. Hiro San is absolutely amazing at what he does. His skills are hands down the best and he''s also a really great human being to talk to. If you are in the Santa Barbara area looking for a great Sushi experience come here and sit in front of the master, you won''t regret it."
uO39--k_hrCFgZh-Bl8m8A,Taqueria Cuernavaca,201 W Carrillo St,Santa Barbara,CA,93101,409,4R1TNUgx04hiO21VedTcIw,5,Had the lengua burrito. It was non greesy and plated neatly. Simple food that was easy on the wallet. Think I will try the flan next time
8kp1eqQflG1bHCTXnITnqA,El Presidio de Santa Bárbara State Historic Park,123 E Canon Perdido St,Santa Barbara,CA,93101,31,jyMFVp9s3f6mr9AESAzy5g,5,"My daughter was married at the Presidio Chapel in May, 2015. The wedding was magical and we were all treated really well by Rain Longo(she coordinates special events in the Chapel). She was very patient, supportive and enthusiastic. The chapel itself made for an outstanding and very authentic venue. My daughter and bridesmaids were able to get ready in a beautiful adjoining room. The rental of the Chapel included use for 6 hours and it was very affordable. Thanks to all for making this special day so perfect. Thanks!!!!"
CR-vaZAG9xtZ6cYKS5ZvzA,Mail Box Express II,133 E De La Guerra St,Santa Barbara,CA,93101,12,pc4JcVBd3CgFqKfWuV4hHQ,5,I have used them for my business mail for years. They're great people and the service is excellent.  I can't recommend them highly enough.
eL4lyE7LNoXEMvpcJ8WNVw,Deep Sea Tasting Room,217 G Stearns Wharf,Santa Barbara,CA,93101,472,uQGQM6wPtBbkW0K8qJzWqw,4,Nice wines and great location. Too bad they don't have food. But you can bring food up and enjoy the view with your pup so they get big points for being dog friendly! Lovely!
-ujBP1Dw0j1-Ffaz97-LXQ,Lama Dog Tap Room,116 Santa Barbara St,Santa Barbara,CA,93101,238,VMOxl5rmfJIa785fZWu1Ug,5,"A++ 
I have to say, this place is great and one of the biggest reasons why is their bar staff. There is a bartender named Ally. She is always kind and attentive. Everyone can be crammed at the bar, and the employees running around like their hair is on fire, and Ally still treats you like you''re her only customer. 
Cool vibe, great indoor and outdoor seating. Great addition to the Funk Zone.
Definitely go!!
PS: Say hi to Ally for me :-)"
MbzgGsMQpGyVrUJXi_Jw0Q,Dawn Patrol,324 State St,Santa Barbara,CA,93101,807,0wLjHPDXrJ4OKwwaKzl7BA,4,"I love their eggs! Their eggs taste better than any other restaurant eggs I''ve ever had. We always get the hash. Dawn Patrol is always super generous with the food portioning...with the hash, that is. My brother got a burger to go, and all it was was a piece of meat between two buns. However, he said the burger was really good, but still, I feel that they could''ve melted some cheese on top of the patty. All of their pastries, bread and jellies are homemade - and really delicious!"
B91yBSPvAz5O_t9JFafN1Q,O'Malleys Bar,523 State St,Santa Barbara,CA,93101,172,vbnoItX02wO4gko5YUTzag,1,"DO NOT GO HERE IF YOU DO NOT HAVE A CALIFORNIA LICENSE! I would literally give this place 0 stars if I could. I''ve never felt the urge to write a review before but I''m just so dumbfounded with how I was treated this evening. The bouncer was the rudest person I''ve ever met. I was very patient and polite with him when it was my turn and I smiled at him when he shined the light on me and that''s when he asked me for another form of ID. This was foreign to me because I''ve literally never had anyone question my PASSPORT ID! I told him no and he made me leave (grabbed me when I tried to get my friends attention to tell her they wouldn''t let me in). So I''m already annoyed and I kind of made a scene but I went all the way to my car to grab my license (which doesn''t have my picture cause I''m from WA and I renewed via mail) and my debit card which has my picture on it as well. I wait in the long line again only for him to tell me I don''t believe these are you without even looking at my 2 new forms of ID. He didn''t even try to ask me any specific questions to see if it''s me (ID #, weight, etc) he just singled me out of my group of 15+ people like an as*hole. I was literally so confused at this man trying to tell me that multiple pictures of me are not me... Needless to say, I''m going to make a phone call or two tomorrow because this is unacceptable and very unprofessional and should not be tolerated."
-ujBP1Dw0j1-Ffaz97-LXQ,Lama Dog Tap Room,116 Santa Barbara St,Santa Barbara,CA,93101,238,YPBresB5TNp6366t03BbZg,5,Suuuuuperrrr knowledgeable staff - enjoyed Brigid and Alex tour of the refrigerated section and sours knowledge. Food is ridiculous! in the co-op attached independently owned kitchen called The Nook OMGGGGG DUCK patty on a bed of greens since I did t want bun... to die for!!! Thanks Bridgette for the Spurs tasters to decide what was right for me. Memorable experience - I WILL BE BACK WITH FRIENDS  - oh and they have wine too.
pUVRCYL8rT4I5Ry5FYkRsA,Topa Topa Brewing Company,120 Santa Barbara St,Santa Barbara,CA,93101,105,IlckL69gyd8jqOk2NLFDBQ,5,Neat place in the Funk Zone of Santa Barbara.... good selection of beers.... friendly staff.  Like having the taster option which they do offer.  It was another beautiful way to spend a Sunday!!!  Hope to return soon.
eL4lyE7LNoXEMvpcJ8WNVw,Deep Sea Tasting Room,217 G Stearns Wharf,Santa Barbara,CA,93101,472,0PrDdaLJViIZwTjrFxL4mw,5,"6 out of 5 stars!  What''s NOT to like!?  
Atmosphere = Great! 
Location = Unique! 
Service = Exceptional!
Price = You can''t afford NOT to go!
View = Unrivaled!"
-kY_HDP7IMvGl-kBIZVU4A,Dune Coffee Roasters - Anacapa,528 Anacapa St,Santa Barbara,CA,93101,320,souE7ZGiunwsFIqDZl7HxA,5,"Best coffee in town!  Its not easy to make a soy or almond milk latte and they do it the best and consistently each time.  They have a great assembly line system at the cash register and barista station that keeps the line moving fast.  Even at peak times, when its fully crowded, I never have a long wait.  They have a couple gluten-free baked goods to select from that are also top notch.  Sometimes I get a chamomile magic bowl and the hot apple cider as an alternative to caffeine."
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,2404,u10YiyAfErbyoSwCr5Gneg,5,This place was worth the wait!  Their lobster pasta was really good !
MbzgGsMQpGyVrUJXi_Jw0Q,Dawn Patrol,324 State St,Santa Barbara,CA,93101,807,I-LDQkBHlzPlqG-97LMr0w,3,"I think Dawn Patrol could become 4 stars but not just yet for me. I like the idea of make your own hash but the components need work. The corned beef was soggy when it should have been crispy. The over easy eggs were closer to medium. The potatoes, spinach and mushrooms were fine as was the cheddar. The accompanying salad was not as fresh as it could have been. Lastly for $13 in a casual order at the counter place, the portions were small.

The space itself is wonderful with a number of seating options indoors and out. Everything is neat and attractive and well laid out. 

Service is pleasant and competent.

Parking across the street in city lot."
xt1wRm1Ti-P6cF2rAY1_XA,"Mary Tingaud, LAc",1725 State St,Santa Barbara,CA,93101,9,iEo3eTXYdyBDIreEJf9V5A,5,"Mary is the best!! She is very,very knowledgeable in conditions and is a master herbalist!! i love all the extra services too!!"
syuKX2pH3JJhOOppzNI6SA,Yoichi's,230 E Victoria St,Santa Barbara,CA,93101,184,RuPu2dWG2WZIzEV7nSx-qg,5,"We were back last night for the second time: as with the first, it was a splendid dinner experience. Style, quality, presentation: everything sets this restaurant apart. It is a welcome addition to the Santa Barbara food scene. I do like the simple, unassuming atmosphere.
Finally a restaurant that will change its menu once a month!!"
IDtLPgUrqorrpqSLdfMhZQ,Helena Avenue Bakery,"131 Anacapa St, Ste C",Santa Barbara,CA,93101,389,_OmwsZRl7Qrz7S2T8mnlRg,5,"Are you kidding me? This is without a doubt some of the best food I''ve ever had my life. The bread is the best, and I cannot believe the chocolate croissant. Ambience is wonderful, intriguing, and very chic. People are friendly and kind.  Coffee looks great but I didn''t try it (yet! I WILL be back) Prices are good, too."
